vendor_name,Trip_Pickup_DateTime,Trip_Dropoff_DateTime,Passenger_Count,Trip_Distance,Start_Lon,Start_Lat,Rate_Code,store_and_forward,End_Lon,End_Lat,Payment_Type,Fare_Amt,surcharge,mta_tax,Tip_Amt,Tolls_Amt,Total_Amt

VTS,2009-11-23 16:19:00,2009-11-23 16:23:00,1,0.76000000000000001,-73.975326999999993,40.751015000000002,,,-73.983356999999998,40.745057000000003,CASH,4.5,1,0.5,0,0,6
VTS,2009-11-05 16:48:00,2009-11-05 16:56:00,5,1.6000000000000001,-73.992660000000001,40.753630000000001,,,-74.002908000000005,40.728558,CASH,6.5,1,0.5,0,0,8
VTS,2009-11-17 08:24:00,2009-11-17 08:31:00,1,1.28,-74.007536999999999,40.733597000000003,,,-73.993205000000003,40.742265000000003,CASH,6.0999999999999996,0,0.5,0,0,6.5999999999999996
VTS,2009-11-01 14:34:00,2009-11-01 14:39:00,1,1.1399999999999999,-73.985597999999996,40.745660000000001,,,-73.988213000000002,40.762141999999997,CASH,5.2999999999999998,0,,0,0,5.7999999999999998
VTS,2009-11-17 13:49:00,2009-11-17 13:57:00,1,0.79000000000000004,-73.978116999999997,40.760762999999997,,,-73.983258000000006,40.756568000000001,CASH,6.0999999999999996,0,0.5,0,0,6.5999999999999996
VTS,2009-11-17 09:25:00,2009-11-17 09:32:00,2,1.53,-73.985086999999993,40.741616999999998,,,-73.972747999999996,40.759833,Credit,6.5,0,0.5,1,0,8
VTS,2009-11-22 05:13:00,2009-11-22 05:22:00,1,3.6899999999999999,-73.987593000000004,40.748201999999999,,,-73.967496999999995,40.787708000000002,CASH,10.1,0.5,0.5,0,0,11.1
VTS,2009-11-01 15:15:00,2009-11-01 15:28:00,1,2.6299999999999999,-73.987970000000004,40.769762999999998,,,-73.981982000000002,40.743414999999999,Credit,9.6999999999999993,0,,1,0,11.199999999999999
VTS,2009-11-01 10:18:00,2009-11-01 10:26:00,5,1.54,-73.982697999999999,40.771743000000001,,,-74.000977000000006,40.761809999999997,CASH,6.5,0,,0,0,7
