vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,rate_code,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount

CMT,2012-01-10 23:55:50,2012-01-11 00:03:39,1,1.7,-73.994692999999998,40.725031000000001,1,N,-73.975950999999995,40.730781,CRD,6.9000000000000004,0.5,0.5,1,0,8.9000000000000004
CMT,2012-01-11 19:18:25,2012-01-11 19:26:10,1,1.1000000000000001,-73.987954999999999,40.752946999999999,1,N,-73.994532000000007,40.761040000000001,CSH,6.0999999999999996,1,0.5,0,0,7.5999999999999996
CMT,2012-01-11 19:19:19,2012-01-11 19:48:15,2,18,-73.783092999999994,40.64855,2,N,-73.996133999999998,40.747624000000002,CRD,45,0,0.5,10.06,4.7999999999999998,60.359999999999999
CMT,2012-01-11 19:19:21,2012-01-11 19:27:00,1,1.7,-73.967515000000006,40.758454,1,N,-73.956582999999995,40.779902999999997,CRD,6.9000000000000004,1,0.5,1,0,9.4000000000000004
CMT,2012-01-11 14:38:15,2012-01-11 14:43:51,1,1.2,-74.011314999999996,40.711449000000002,1,N,-74.002871999999996,40.728130999999998,CSH,5.7000000000000002,0,0.5,0,0,6.2000000000000002
VTS,2012-01-09 19:14:00,2012-01-09 19:20:00,1,1.25,-73.993335000000002,40.727716999999998,1,,-73.981566999999998,40.739244999999997,CSH,6.0999999999999996,1,0.5,0,0,7.5999999999999996
CMT,2012-01-11 14:39:08,2012-01-11 15:24:45,1,13.800000000000001,-73.781899999999993,40.644799999999996,1,N,-73.986999999999995,40.700000000000003,CSH,36.5,0,0.5,0,0,37
VTS,2012-01-09 19:12:00,2012-01-09 19:20:00,2,1.3700000000000001,-73.975662999999997,40.75038,1,,-73.991624999999999,40.73827,CSH,6.5,1,0.5,0,0,8
CMT,2012-01-11 19:19:43,2012-01-11 19:34:49,1,3.2999999999999998,-73.966740999999999,40.767263,1,N,-73.981848999999997,40.728363000000002,CSH,10.9,1,0.5,0,0,12.4
CMT,2012-01-11 19:20:33,2012-01-11 19:23:15,1,0.5,-73.968604999999997,40.761035999999997,1,N,-73.968701999999993,40.764553999999997,CSH,3.7000000000000002,1,0.5,0,0,5.2000000000000002
CMT,2012-01-11 12:51:35,2012-01-11 13:00:09,1,0.90000000000000002,-73.986731000000006,40.761490999999999,1,N,-73.990005999999994,40.752082999999999,CRD,6.0999999999999996,0,0.5,1,0,7.5999999999999996
CMT,2012-01-11 14:39:54,2012-01-11 15:00:07,1,5.9000000000000004,-73.971621999999996,40.782288999999999,1,N,-74.008315999999994,40.722665999999997,CSH,16.899999999999999,0,0.5,0,0,17.399999999999999
CMT,2012-01-11 14:41:15,2012-01-11 15:02:26,1,3.1000000000000001,-73.975487000000001,40.763309999999997,1,N,-73.997281999999998,40.724984999999997,CSH,12.5,0,0.5,0,0,13
CMT,2012-01-11 19:19:37,2012-01-11 19:24:13,1,0.69999999999999996,-73.968445000000003,40.754998000000001,1,N,-73.977439000000004,40.749068000000001,CRD,4.5,1,0.5,1.2,0,7.2000000000000002
